"GAL3.allele"	"GAL80.allele"	"GAL4.allele"
"GAL3.WT"	"GAL80.32"	"GAL4.34"
"GAL3.WT"	"GAL80.32"	"GAL4.35"
"GAL3.WT"	"GAL80.32"	"GAL4.36"
"GAL3.WT"	"GAL80.32"	"GAL4.37"
"GAL3.WT"	"GAL80.32"	"GAL4.38"
"GAL3.WT"	"GAL80.32"	"GAL4.39"
"GAL3.WT"	"GAL80.32"	"GAL4.40"
"GAL3.WT"	"GAL80.32"	"GAL4.41"
"GAL3.WT"	"GAL80.32"	"GAL4.42"
"GAL3.WT"	"GAL80.32"	"GAL4.43"
"GAL3.WT"	"GAL80.32"	"GAL4.44"
"GAL3.WT"	"GAL80.32"	"GAL4.45"
"GAL3.WT"	"GAL80.32"	"GAL4.46"
"GAL3.WT"	"GAL80.32"	"GAL4.47"
"GAL3.WT"	"GAL80.32"	"GAL4.48"
"GAL3.WT"	"GAL80.33"	"GAL4.01"
"GAL3.WT"	"GAL80.33"	"GAL4.02"
"GAL3.WT"	"GAL80.33"	"GAL4.03"
"GAL3.WT"	"GAL80.33"	"GAL4.04"
"GAL3.WT"	"GAL80.33"	"GAL4.05"
"GAL3.WT"	"GAL80.33"	"GAL4.06"
"GAL3.WT"	"GAL80.33"	"GAL4.07"
"GAL3.WT"	"GAL80.33"	"GAL4.08"
"GAL3.WT"	"GAL80.33"	"GAL4.09"
"GAL3.WT"	"GAL80.33"	"GAL4.10"
"GAL3.WT"	"GAL80.33"	"GAL4.11"
"GAL3.WT"	"GAL80.33"	"GAL4.12"
"GAL3.WT"	"GAL80.33"	"GAL4.13"
"GAL3.WT"	"GAL80.33"	"GAL4.14"
"GAL3.WT"	"GAL80.33"	"GAL4.15"
"GAL3.WT"	"GAL80.33"	"GAL4.16"
"GAL3.WT"	"GAL80.33"	"GAL4.17"
"GAL3.WT"	"GAL80.33"	"GAL4.18"
"GAL3.WT"	"GAL80.33"	"GAL4.19"
"GAL3.WT"	"GAL80.33"	"GAL4.20"
"GAL3.WT"	"GAL80.33"	"GAL4.21"
"GAL3.WT"	"GAL80.33"	"GAL4.22"
"GAL3.WT"	"GAL80.33"	"GAL4.23"
"GAL3.WT"	"GAL80.33"	"GAL4.24"
"GAL3.WT"	"GAL80.33"	"GAL4.25"
"GAL3.WT"	"GAL80.33"	"GAL4.26"
"GAL3.WT"	"GAL80.33"	"GAL4.27"
"GAL3.WT"	"GAL80.33"	"GAL4.28"
"GAL3.WT"	"GAL80.33"	"GAL4.29"
"GAL3.WT"	"GAL80.33"	"GAL4.30"
"GAL3.WT"	"GAL80.33"	"GAL4.31"
"GAL3.WT"	"GAL80.33"	"GAL4.32"
"GAL3.WT"	"GAL80.33"	"GAL4.33"
"GAL3.WT"	"GAL80.33"	"GAL4.34"
"GAL3.WT"	"GAL80.33"	"GAL4.35"
"GAL3.WT"	"GAL80.33"	"GAL4.36"
"GAL3.WT"	"GAL80.33"	"GAL4.37"
"GAL3.WT"	"GAL80.33"	"GAL4.38"
"GAL3.WT"	"GAL80.33"	"GAL4.39"
"GAL3.WT"	"GAL80.33"	"GAL4.40"
"GAL3.WT"	"GAL80.33"	"GAL4.41"
"GAL3.WT"	"GAL80.33"	"GAL4.42"
"GAL3.WT"	"GAL80.33"	"GAL4.43"
"GAL3.WT"	"GAL80.33"	"GAL4.44"
"GAL3.WT"	"GAL80.33"	"GAL4.45"
"GAL3.WT"	"GAL80.33"	"GAL4.46"
"GAL3.WT"	"GAL80.33"	"GAL4.47"
"GAL3.WT"	"GAL80.33"	"GAL4.48"
"GAL3.WT"	"GAL80.34"	"GAL4.01"
"GAL3.WT"	"GAL80.34"	"GAL4.02"
"GAL3.WT"	"GAL80.34"	"GAL4.03"
"GAL3.WT"	"GAL80.34"	"GAL4.04"
"GAL3.WT"	"GAL80.34"	"GAL4.05"
"GAL3.WT"	"GAL80.34"	"GAL4.06"
"GAL3.WT"	"GAL80.34"	"GAL4.07"
"GAL3.WT"	"GAL80.34"	"GAL4.08"
"GAL3.WT"	"GAL80.34"	"GAL4.09"
"GAL3.WT"	"GAL80.34"	"GAL4.10"
"GAL3.WT"	"GAL80.34"	"GAL4.11"
"GAL3.WT"	"GAL80.34"	"GAL4.12"
"GAL3.WT"	"GAL80.34"	"GAL4.13"
"GAL3.WT"	"GAL80.34"	"GAL4.14"
"GAL3.WT"	"GAL80.34"	"GAL4.15"
"GAL3.WT"	"GAL80.34"	"GAL4.16"
"GAL3.WT"	"GAL80.34"	"GAL4.17"
"GAL3.WT"	"GAL80.34"	"GAL4.18"
"GAL3.WT"	"GAL80.34"	"GAL4.19"
"GAL3.WT"	"GAL80.34"	"GAL4.20"
"GAL3.WT"	"GAL80.34"	"GAL4.21"
"GAL3.WT"	"GAL80.34"	"GAL4.22"
"GAL3.WT"	"GAL80.34"	"GAL4.23"
"GAL3.WT"	"GAL80.34"	"GAL4.24"
"GAL3.WT"	"GAL80.34"	"GAL4.25"
"GAL3.WT"	"GAL80.34"	"GAL4.26"
"GAL3.WT"	"GAL80.34"	"GAL4.27"
"GAL3.WT"	"GAL80.34"	"GAL4.28"
"GAL3.WT"	"GAL80.34"	"GAL4.29"
"GAL3.WT"	"GAL80.34"	"GAL4.30"
"GAL3.WT"	"GAL80.34"	"GAL4.31"
"GAL3.WT"	"GAL80.34"	"GAL4.32"
"GAL3.WT"	"GAL80.34"	"GAL4.33"
"GAL3.WT"	"GAL80.34"	"GAL4.34"
"GAL3.WT"	"GAL80.34"	"GAL4.35"
"GAL3.WT"	"GAL80.34"	"GAL4.36"
"GAL3.WT"	"GAL80.34"	"GAL4.37"
"GAL3.WT"	"GAL80.34"	"GAL4.38"
"GAL3.WT"	"GAL80.34"	"GAL4.39"
"GAL3.WT"	"GAL80.34"	"GAL4.40"
"GAL3.WT"	"GAL80.34"	"GAL4.41"
"GAL3.WT"	"GAL80.34"	"GAL4.42"
"GAL3.WT"	"GAL80.34"	"GAL4.43"
"GAL3.WT"	"GAL80.34"	"GAL4.44"
"GAL3.WT"	"GAL80.34"	"GAL4.45"
"GAL3.WT"	"GAL80.34"	"GAL4.46"
"GAL3.WT"	"GAL80.34"	"GAL4.47"
"GAL3.WT"	"GAL80.34"	"GAL4.48"
"GAL3.WT"	"GAL80.35"	"GAL4.01"
"GAL3.WT"	"GAL80.35"	"GAL4.02"
"GAL3.WT"	"GAL80.35"	"GAL4.03"
"GAL3.WT"	"GAL80.35"	"GAL4.04"
"GAL3.WT"	"GAL80.35"	"GAL4.05"
"GAL3.WT"	"GAL80.35"	"GAL4.06"
"GAL3.WT"	"GAL80.35"	"GAL4.07"
"GAL3.WT"	"GAL80.35"	"GAL4.08"
"GAL3.WT"	"GAL80.35"	"GAL4.09"
"GAL3.WT"	"GAL80.35"	"GAL4.10"
"GAL3.WT"	"GAL80.35"	"GAL4.11"
"GAL3.WT"	"GAL80.35"	"GAL4.12"
"GAL3.WT"	"GAL80.35"	"GAL4.13"
"GAL3.WT"	"GAL80.35"	"GAL4.14"
"GAL3.WT"	"GAL80.35"	"GAL4.15"
"GAL3.WT"	"GAL80.35"	"GAL4.16"
"GAL3.WT"	"GAL80.35"	"GAL4.17"
"GAL3.WT"	"GAL80.35"	"GAL4.18"
"GAL3.WT"	"GAL80.35"	"GAL4.19"
"GAL3.WT"	"GAL80.35"	"GAL4.20"
"GAL3.WT"	"GAL80.35"	"GAL4.21"
"GAL3.WT"	"GAL80.35"	"GAL4.22"
"GAL3.WT"	"GAL80.35"	"GAL4.23"
"GAL3.WT"	"GAL80.35"	"GAL4.24"
"GAL3.WT"	"GAL80.35"	"GAL4.25"
"GAL3.WT"	"GAL80.35"	"GAL4.26"
"GAL3.WT"	"GAL80.35"	"GAL4.27"
"GAL3.WT"	"GAL80.35"	"GAL4.28"
"GAL3.WT"	"GAL80.35"	"GAL4.29"
"GAL3.WT"	"GAL80.35"	"GAL4.30"
"GAL3.WT"	"GAL80.35"	"GAL4.31"
"GAL3.WT"	"GAL80.35"	"GAL4.32"
"GAL3.WT"	"GAL80.35"	"GAL4.33"
"GAL3.WT"	"GAL80.35"	"GAL4.34"
"GAL3.WT"	"GAL80.35"	"GAL4.35"
"GAL3.WT"	"GAL80.35"	"GAL4.36"
"GAL3.WT"	"GAL80.35"	"GAL4.37"
"GAL3.WT"	"GAL80.35"	"GAL4.38"
"GAL3.WT"	"GAL80.35"	"GAL4.39"
"GAL3.WT"	"GAL80.35"	"GAL4.40"
"GAL3.WT"	"GAL80.35"	"GAL4.41"
"GAL3.WT"	"GAL80.35"	"GAL4.42"
"GAL3.WT"	"GAL80.35"	"GAL4.43"
"GAL3.WT"	"GAL80.35"	"GAL4.44"
"GAL3.WT"	"GAL80.35"	"GAL4.45"
"GAL3.WT"	"GAL80.35"	"GAL4.46"
"GAL3.WT"	"GAL80.35"	"GAL4.47"
"GAL3.WT"	"GAL80.35"	"GAL4.48"
"GAL3.WT"	"GAL80.36"	"GAL4.01"
"GAL3.WT"	"GAL80.36"	"GAL4.02"
"GAL3.WT"	"GAL80.36"	"GAL4.03"
"GAL3.WT"	"GAL80.36"	"GAL4.04"
"GAL3.WT"	"GAL80.36"	"GAL4.05"
"GAL3.WT"	"GAL80.36"	"GAL4.06"
"GAL3.WT"	"GAL80.36"	"GAL4.07"
"GAL3.WT"	"GAL80.36"	"GAL4.08"
"GAL3.WT"	"GAL80.36"	"GAL4.09"
"GAL3.WT"	"GAL80.36"	"GAL4.10"
"GAL3.WT"	"GAL80.36"	"GAL4.11"
"GAL3.WT"	"GAL80.36"	"GAL4.12"
"GAL3.WT"	"GAL80.36"	"GAL4.13"
"GAL3.WT"	"GAL80.36"	"GAL4.14"
"GAL3.WT"	"GAL80.36"	"GAL4.15"
"GAL3.WT"	"GAL80.36"	"GAL4.16"
"GAL3.WT"	"GAL80.36"	"GAL4.17"
"GAL3.WT"	"GAL80.36"	"GAL4.18"
"GAL3.WT"	"GAL80.36"	"GAL4.19"
"GAL3.WT"	"GAL80.36"	"GAL4.20"
"GAL3.WT"	"GAL80.36"	"GAL4.21"
"GAL3.WT"	"GAL80.36"	"GAL4.22"
"GAL3.WT"	"GAL80.36"	"GAL4.23"
"GAL3.WT"	"GAL80.36"	"GAL4.24"
"GAL3.WT"	"GAL80.36"	"GAL4.25"
"GAL3.WT"	"GAL80.36"	"GAL4.26"
"GAL3.WT"	"GAL80.36"	"GAL4.27"
"GAL3.WT"	"GAL80.36"	"GAL4.28"
"GAL3.WT"	"GAL80.36"	"GAL4.29"
"GAL3.WT"	"GAL80.36"	"GAL4.30"
"GAL3.WT"	"GAL80.36"	"GAL4.31"
"GAL3.WT"	"GAL80.36"	"GAL4.32"
"GAL3.WT"	"GAL80.36"	"GAL4.33"
"GAL3.WT"	"GAL80.36"	"GAL4.34"
"GAL3.WT"	"GAL80.36"	"GAL4.35"
"GAL3.WT"	"GAL80.36"	"GAL4.36"
"GAL3.WT"	"GAL80.36"	"GAL4.37"
"GAL3.WT"	"GAL80.36"	"GAL4.38"
"GAL3.WT"	"GAL80.36"	"GAL4.39"
"GAL3.WT"	"GAL80.36"	"GAL4.40"
"GAL3.WT"	"GAL80.36"	"GAL4.41"
"GAL3.WT"	"GAL80.36"	"GAL4.42"
"GAL3.WT"	"GAL80.36"	"GAL4.43"
"GAL3.WT"	"GAL80.36"	"GAL4.44"
"GAL3.WT"	"GAL80.36"	"GAL4.45"
"GAL3.WT"	"GAL80.36"	"GAL4.46"
"GAL3.WT"	"GAL80.36"	"GAL4.47"
"GAL3.WT"	"GAL80.36"	"GAL4.48"
"GAL3.WT"	"GAL80.37"	"GAL4.01"
"GAL3.WT"	"GAL80.37"	"GAL4.02"
"GAL3.WT"	"GAL80.37"	"GAL4.03"
"GAL3.WT"	"GAL80.37"	"GAL4.04"
"GAL3.WT"	"GAL80.37"	"GAL4.05"
"GAL3.WT"	"GAL80.37"	"GAL4.06"
"GAL3.WT"	"GAL80.37"	"GAL4.07"
"GAL3.WT"	"GAL80.37"	"GAL4.08"
"GAL3.WT"	"GAL80.37"	"GAL4.09"
"GAL3.WT"	"GAL80.37"	"GAL4.10"
"GAL3.WT"	"GAL80.37"	"GAL4.11"
"GAL3.WT"	"GAL80.37"	"GAL4.12"
"GAL3.WT"	"GAL80.37"	"GAL4.13"
"GAL3.WT"	"GAL80.37"	"GAL4.14"
"GAL3.WT"	"GAL80.37"	"GAL4.15"
"GAL3.WT"	"GAL80.37"	"GAL4.16"
"GAL3.WT"	"GAL80.37"	"GAL4.17"
"GAL3.WT"	"GAL80.37"	"GAL4.18"
"GAL3.WT"	"GAL80.37"	"GAL4.19"
"GAL3.WT"	"GAL80.37"	"GAL4.20"
"GAL3.WT"	"GAL80.37"	"GAL4.21"
"GAL3.WT"	"GAL80.37"	"GAL4.22"
"GAL3.WT"	"GAL80.37"	"GAL4.23"
"GAL3.WT"	"GAL80.37"	"GAL4.24"
"GAL3.WT"	"GAL80.37"	"GAL4.25"
"GAL3.WT"	"GAL80.37"	"GAL4.26"
"GAL3.WT"	"GAL80.37"	"GAL4.27"
"GAL3.WT"	"GAL80.37"	"GAL4.28"
"GAL3.WT"	"GAL80.37"	"GAL4.29"
"GAL3.WT"	"GAL80.37"	"GAL4.30"
"GAL3.WT"	"GAL80.37"	"GAL4.31"
"GAL3.WT"	"GAL80.37"	"GAL4.32"
"GAL3.WT"	"GAL80.37"	"GAL4.33"
"GAL3.WT"	"GAL80.37"	"GAL4.34"
"GAL3.WT"	"GAL80.37"	"GAL4.35"
"GAL3.WT"	"GAL80.37"	"GAL4.36"
"GAL3.WT"	"GAL80.37"	"GAL4.37"
"GAL3.WT"	"GAL80.37"	"GAL4.38"
"GAL3.WT"	"GAL80.37"	"GAL4.39"
"GAL3.WT"	"GAL80.37"	"GAL4.40"
"GAL3.WT"	"GAL80.37"	"GAL4.41"
"GAL3.WT"	"GAL80.37"	"GAL4.42"
"GAL3.WT"	"GAL80.37"	"GAL4.43"
"GAL3.WT"	"GAL80.37"	"GAL4.44"
"GAL3.WT"	"GAL80.37"	"GAL4.45"
"GAL3.WT"	"GAL80.37"	"GAL4.46"
"GAL3.WT"	"GAL80.37"	"GAL4.47"
"GAL3.WT"	"GAL80.37"	"GAL4.48"
"GAL3.WT"	"GAL80.38"	"GAL4.01"
"GAL3.WT"	"GAL80.38"	"GAL4.02"
"GAL3.WT"	"GAL80.38"	"GAL4.03"
"GAL3.WT"	"GAL80.38"	"GAL4.04"
"GAL3.WT"	"GAL80.38"	"GAL4.05"
"GAL3.WT"	"GAL80.38"	"GAL4.06"
"GAL3.WT"	"GAL80.38"	"GAL4.07"
"GAL3.WT"	"GAL80.38"	"GAL4.08"
"GAL3.WT"	"GAL80.38"	"GAL4.09"
"GAL3.WT"	"GAL80.38"	"GAL4.10"
"GAL3.WT"	"GAL80.38"	"GAL4.11"
"GAL3.WT"	"GAL80.38"	"GAL4.12"
"GAL3.WT"	"GAL80.38"	"GAL4.13"
"GAL3.WT"	"GAL80.38"	"GAL4.14"
"GAL3.WT"	"GAL80.38"	"GAL4.15"
"GAL3.WT"	"GAL80.38"	"GAL4.16"
"GAL3.WT"	"GAL80.38"	"GAL4.17"
"GAL3.WT"	"GAL80.38"	"GAL4.18"
"GAL3.WT"	"GAL80.38"	"GAL4.19"
"GAL3.WT"	"GAL80.38"	"GAL4.20"
"GAL3.WT"	"GAL80.38"	"GAL4.21"
"GAL3.WT"	"GAL80.38"	"GAL4.22"
"GAL3.WT"	"GAL80.38"	"GAL4.23"
"GAL3.WT"	"GAL80.38"	"GAL4.24"
"GAL3.WT"	"GAL80.38"	"GAL4.25"
"GAL3.WT"	"GAL80.38"	"GAL4.26"
"GAL3.WT"	"GAL80.38"	"GAL4.27"
"GAL3.WT"	"GAL80.38"	"GAL4.28"
"GAL3.WT"	"GAL80.38"	"GAL4.29"
"GAL3.WT"	"GAL80.38"	"GAL4.30"
"GAL3.WT"	"GAL80.38"	"GAL4.31"
"GAL3.WT"	"GAL80.38"	"GAL4.32"
"GAL3.WT"	"GAL80.38"	"GAL4.33"
"GAL3.WT"	"GAL80.38"	"GAL4.34"
"GAL3.WT"	"GAL80.38"	"GAL4.35"
"GAL3.WT"	"GAL80.38"	"GAL4.36"
"GAL3.WT"	"GAL80.38"	"GAL4.37"
"GAL3.WT"	"GAL80.38"	"GAL4.38"
"GAL3.WT"	"GAL80.38"	"GAL4.39"
"GAL3.WT"	"GAL80.38"	"GAL4.40"
"GAL3.WT"	"GAL80.38"	"GAL4.41"
"GAL3.WT"	"GAL80.38"	"GAL4.42"
"GAL3.WT"	"GAL80.38"	"GAL4.43"
"GAL3.WT"	"GAL80.38"	"GAL4.44"
"GAL3.WT"	"GAL80.38"	"GAL4.45"
"GAL3.WT"	"GAL80.38"	"GAL4.46"
"GAL3.WT"	"GAL80.38"	"GAL4.47"
"GAL3.WT"	"GAL80.38"	"GAL4.48"
"GAL3.WT"	"GAL80.39"	"GAL4.01"
"GAL3.WT"	"GAL80.39"	"GAL4.02"
"GAL3.WT"	"GAL80.39"	"GAL4.03"
"GAL3.WT"	"GAL80.39"	"GAL4.04"
"GAL3.WT"	"GAL80.39"	"GAL4.05"
"GAL3.WT"	"GAL80.39"	"GAL4.06"
"GAL3.WT"	"GAL80.39"	"GAL4.07"
"GAL3.WT"	"GAL80.39"	"GAL4.08"
"GAL3.WT"	"GAL80.39"	"GAL4.09"
"GAL3.WT"	"GAL80.39"	"GAL4.10"
"GAL3.WT"	"GAL80.39"	"GAL4.11"
"GAL3.WT"	"GAL80.39"	"GAL4.12"
"GAL3.WT"	"GAL80.39"	"GAL4.13"
"GAL3.WT"	"GAL80.39"	"GAL4.14"
"GAL3.WT"	"GAL80.39"	"GAL4.15"
"GAL3.WT"	"GAL80.39"	"GAL4.16"
"GAL3.WT"	"GAL80.39"	"GAL4.17"
"GAL3.WT"	"GAL80.39"	"GAL4.18"
"GAL3.WT"	"GAL80.39"	"GAL4.19"
"GAL3.WT"	"GAL80.39"	"GAL4.20"
"GAL3.WT"	"GAL80.39"	"GAL4.21"
"GAL3.WT"	"GAL80.39"	"GAL4.22"
"GAL3.WT"	"GAL80.39"	"GAL4.23"
"GAL3.WT"	"GAL80.39"	"GAL4.24"
"GAL3.WT"	"GAL80.39"	"GAL4.25"
"GAL3.WT"	"GAL80.39"	"GAL4.26"
"GAL3.WT"	"GAL80.39"	"GAL4.27"
"GAL3.WT"	"GAL80.39"	"GAL4.28"
"GAL3.WT"	"GAL80.39"	"GAL4.29"
"GAL3.WT"	"GAL80.39"	"GAL4.30"
"GAL3.WT"	"GAL80.39"	"GAL4.31"
"GAL3.WT"	"GAL80.39"	"GAL4.32"
"GAL3.WT"	"GAL80.39"	"GAL4.33"
"GAL3.WT"	"GAL80.39"	"GAL4.34"
"GAL3.WT"	"GAL80.39"	"GAL4.35"
"GAL3.WT"	"GAL80.39"	"GAL4.36"
"GAL3.WT"	"GAL80.39"	"GAL4.37"
"GAL3.WT"	"GAL80.39"	"GAL4.38"
"GAL3.WT"	"GAL80.39"	"GAL4.39"
"GAL3.WT"	"GAL80.39"	"GAL4.40"
"GAL3.WT"	"GAL80.39"	"GAL4.41"
"GAL3.WT"	"GAL80.39"	"GAL4.42"
"GAL3.WT"	"GAL80.39"	"GAL4.43"
"GAL3.WT"	"GAL80.39"	"GAL4.44"
"GAL3.WT"	"GAL80.39"	"GAL4.45"
"GAL3.WT"	"GAL80.39"	"GAL4.46"
"GAL3.WT"	"GAL80.39"	"GAL4.47"
"GAL3.WT"	"GAL80.39"	"GAL4.48"
"GAL3.WT"	"GAL80.40"	"GAL4.01"
"GAL3.WT"	"GAL80.40"	"GAL4.02"
"GAL3.WT"	"GAL80.40"	"GAL4.03"
"GAL3.WT"	"GAL80.40"	"GAL4.04"
"GAL3.WT"	"GAL80.40"	"GAL4.05"
"GAL3.WT"	"GAL80.40"	"GAL4.06"
"GAL3.WT"	"GAL80.40"	"GAL4.07"
"GAL3.WT"	"GAL80.40"	"GAL4.08"
"GAL3.WT"	"GAL80.40"	"GAL4.09"
"GAL3.WT"	"GAL80.40"	"GAL4.10"
"GAL3.WT"	"GAL80.40"	"GAL4.11"
"GAL3.WT"	"GAL80.40"	"GAL4.12"
"GAL3.WT"	"GAL80.40"	"GAL4.13"
"GAL3.WT"	"GAL80.40"	"GAL4.14"
"GAL3.WT"	"GAL80.40"	"GAL4.15"
"GAL3.WT"	"GAL80.40"	"GAL4.16"
"GAL3.WT"	"GAL80.40"	"GAL4.17"
"GAL3.WT"	"GAL80.40"	"GAL4.18"
"GAL3.WT"	"GAL80.40"	"GAL4.19"
"GAL3.WT"	"GAL80.40"	"GAL4.20"
"GAL3.WT"	"GAL80.40"	"GAL4.21"
"GAL3.WT"	"GAL80.40"	"GAL4.22"
"GAL3.WT"	"GAL80.40"	"GAL4.23"
"GAL3.WT"	"GAL80.40"	"GAL4.24"
"GAL3.WT"	"GAL80.40"	"GAL4.25"
"GAL3.WT"	"GAL80.40"	"GAL4.26"
"GAL3.WT"	"GAL80.40"	"GAL4.27"
"GAL3.WT"	"GAL80.40"	"GAL4.28"
"GAL3.WT"	"GAL80.40"	"GAL4.29"
"GAL3.WT"	"GAL80.40"	"GAL4.30"
"GAL3.WT"	"GAL80.40"	"GAL4.31"
"GAL3.WT"	"GAL80.40"	"GAL4.32"
"GAL3.WT"	"GAL80.40"	"GAL4.33"
"GAL3.WT"	"GAL80.40"	"GAL4.34"
"GAL3.WT"	"GAL80.40"	"GAL4.35"
"GAL3.WT"	"GAL80.40"	"GAL4.36"
"GAL3.WT"	"GAL80.40"	"GAL4.37"
"GAL3.WT"	"GAL80.40"	"GAL4.38"
"GAL3.WT"	"GAL80.40"	"GAL4.39"
"GAL3.WT"	"GAL80.40"	"GAL4.40"
"GAL3.WT"	"GAL80.40"	"GAL4.41"
"GAL3.WT"	"GAL80.40"	"GAL4.42"
"GAL3.WT"	"GAL80.40"	"GAL4.43"
"GAL3.WT"	"GAL80.40"	"GAL4.44"
"GAL3.WT"	"GAL80.40"	"GAL4.45"
"GAL3.WT"	"GAL80.40"	"GAL4.46"
"GAL3.WT"	"GAL80.40"	"GAL4.47"
"GAL3.WT"	"GAL80.40"	"GAL4.48"
"GAL3.WT"	"GAL80.41"	"GAL4.01"
"GAL3.WT"	"GAL80.41"	"GAL4.02"
"GAL3.WT"	"GAL80.41"	"GAL4.03"
"GAL3.WT"	"GAL80.41"	"GAL4.04"
"GAL3.WT"	"GAL80.41"	"GAL4.05"
"GAL3.WT"	"GAL80.41"	"GAL4.06"
"GAL3.WT"	"GAL80.41"	"GAL4.07"
"GAL3.WT"	"GAL80.41"	"GAL4.08"
"GAL3.WT"	"GAL80.41"	"GAL4.09"
"GAL3.WT"	"GAL80.41"	"GAL4.10"
"GAL3.WT"	"GAL80.41"	"GAL4.11"
"GAL3.WT"	"GAL80.41"	"GAL4.12"
"GAL3.WT"	"GAL80.41"	"GAL4.13"
"GAL3.WT"	"GAL80.41"	"GAL4.14"
"GAL3.WT"	"GAL80.41"	"GAL4.15"
"GAL3.WT"	"GAL80.41"	"GAL4.16"
"GAL3.WT"	"GAL80.41"	"GAL4.17"
"GAL3.WT"	"GAL80.41"	"GAL4.18"
"GAL3.WT"	"GAL80.41"	"GAL4.19"
"GAL3.WT"	"GAL80.41"	"GAL4.20"
"GAL3.WT"	"GAL80.41"	"GAL4.21"
"GAL3.WT"	"GAL80.41"	"GAL4.22"
"GAL3.WT"	"GAL80.41"	"GAL4.23"
"GAL3.WT"	"GAL80.41"	"GAL4.24"
"GAL3.WT"	"GAL80.41"	"GAL4.25"
"GAL3.WT"	"GAL80.41"	"GAL4.26"
"GAL3.WT"	"GAL80.41"	"GAL4.27"
"GAL3.WT"	"GAL80.41"	"GAL4.28"
"GAL3.WT"	"GAL80.41"	"GAL4.29"
"GAL3.WT"	"GAL80.41"	"GAL4.30"
"GAL3.WT"	"GAL80.41"	"GAL4.31"
"GAL3.WT"	"GAL80.41"	"GAL4.32"
"GAL3.WT"	"GAL80.41"	"GAL4.33"
"GAL3.WT"	"GAL80.41"	"GAL4.34"
"GAL3.WT"	"GAL80.41"	"GAL4.35"
"GAL3.WT"	"GAL80.41"	"GAL4.36"
"GAL3.WT"	"GAL80.41"	"GAL4.37"
"GAL3.WT"	"GAL80.41"	"GAL4.38"
"GAL3.WT"	"GAL80.41"	"GAL4.39"
"GAL3.WT"	"GAL80.41"	"GAL4.40"
"GAL3.WT"	"GAL80.41"	"GAL4.41"
"GAL3.WT"	"GAL80.41"	"GAL4.42"
"GAL3.WT"	"GAL80.41"	"GAL4.43"
"GAL3.WT"	"GAL80.41"	"GAL4.44"
"GAL3.WT"	"GAL80.41"	"GAL4.45"
"GAL3.WT"	"GAL80.41"	"GAL4.46"
"GAL3.WT"	"GAL80.41"	"GAL4.47"
"GAL3.WT"	"GAL80.41"	"GAL4.48"
"GAL3.WT"	"GAL80.42"	"GAL4.01"
"GAL3.WT"	"GAL80.42"	"GAL4.02"
"GAL3.WT"	"GAL80.42"	"GAL4.03"
"GAL3.WT"	"GAL80.42"	"GAL4.04"
"GAL3.WT"	"GAL80.42"	"GAL4.05"
"GAL3.WT"	"GAL80.42"	"GAL4.06"
"GAL3.WT"	"GAL80.42"	"GAL4.07"
"GAL3.WT"	"GAL80.42"	"GAL4.08"
"GAL3.WT"	"GAL80.42"	"GAL4.09"
"GAL3.WT"	"GAL80.42"	"GAL4.10"
"GAL3.WT"	"GAL80.42"	"GAL4.11"
"GAL3.WT"	"GAL80.42"	"GAL4.12"
"GAL3.WT"	"GAL80.42"	"GAL4.13"
"GAL3.WT"	"GAL80.42"	"GAL4.14"
"GAL3.WT"	"GAL80.42"	"GAL4.15"
"GAL3.WT"	"GAL80.42"	"GAL4.16"
"GAL3.WT"	"GAL80.42"	"GAL4.17"
"GAL3.WT"	"GAL80.42"	"GAL4.18"
"GAL3.WT"	"GAL80.42"	"GAL4.19"
"GAL3.WT"	"GAL80.42"	"GAL4.20"
"GAL3.WT"	"GAL80.42"	"GAL4.21"
"GAL3.WT"	"GAL80.42"	"GAL4.22"
"GAL3.WT"	"GAL80.42"	"GAL4.23"
"GAL3.WT"	"GAL80.42"	"GAL4.24"
"GAL3.WT"	"GAL80.42"	"GAL4.25"
"GAL3.WT"	"GAL80.42"	"GAL4.26"
"GAL3.WT"	"GAL80.42"	"GAL4.27"
"GAL3.WT"	"GAL80.42"	"GAL4.28"
"GAL3.WT"	"GAL80.42"	"GAL4.29"
"GAL3.WT"	"GAL80.42"	"GAL4.30"
"GAL3.WT"	"GAL80.42"	"GAL4.31"
"GAL3.WT"	"GAL80.42"	"GAL4.32"
"GAL3.WT"	"GAL80.42"	"GAL4.33"
"GAL3.WT"	"GAL80.42"	"GAL4.34"
"GAL3.WT"	"GAL80.42"	"GAL4.35"
"GAL3.WT"	"GAL80.42"	"GAL4.36"
"GAL3.WT"	"GAL80.42"	"GAL4.37"
"GAL3.WT"	"GAL80.42"	"GAL4.38"
"GAL3.WT"	"GAL80.42"	"GAL4.39"
"GAL3.WT"	"GAL80.42"	"GAL4.40"
"GAL3.WT"	"GAL80.42"	"GAL4.41"
"GAL3.WT"	"GAL80.42"	"GAL4.42"
"GAL3.WT"	"GAL80.42"	"GAL4.43"
"GAL3.WT"	"GAL80.42"	"GAL4.44"
"GAL3.WT"	"GAL80.42"	"GAL4.45"
"GAL3.WT"	"GAL80.42"	"GAL4.46"
"GAL3.WT"	"GAL80.42"	"GAL4.47"
"GAL3.WT"	"GAL80.42"	"GAL4.48"
"GAL3.WT"	"GAL80.43"	"GAL4.01"
"GAL3.WT"	"GAL80.43"	"GAL4.02"
"GAL3.WT"	"GAL80.43"	"GAL4.03"
